year,fertilizer_code,dry_matter,actual_yield,temperature,precipitation,solar_radiation,predicted_yield
2014,(FYM) N4 ,33.3,13.3,286.93826194214665,390.6795830205083,15961311.055555556,12.662792
2014,FYM N3,32.8,15.46,286.93826194214665,390.6795830205083,15961311.055555556,15.587012
2014,FYM,37.5,15.87,286.93826194214665,390.6795830205083,15961311.055555556,15.671247
2014,Nil,23.4,1.45,286.93826194214665,390.6795830205083,15961311.055555556,1.3881674
2014,(P)KMg,27.7,4.25,286.93826194214665,390.6795830205083,15961311.055555556,4.3004756
2014,N1(P)KMg,33.7,7.77,286.93826194214665,390.6795830205083,15961311.055555556,7.783695
2014,N2(P)KMg,35.5,9.87,286.93826194214665,390.6795830205083,15961311.055555556,9.334888
2014,N3(P)KMg,28.8,8.57,286.93826194214665,390.6795830205083,15961311.055555556,8.673224
2014,N4(P)KMg,28.1,8.96,286.93826194214665,390.6795830205083,15961311.055555556,8.90974
2014,N4,23.5,2.79,286.93826194214665,390.6795830205083,15961311.055555556,2.7433743
2014,N4PMg,27.0,4.36,286.93826194214665,390.6795830205083,15961311.055555556,4.4262514
2014,N1+3+1(P)KMg,32.2,11.11,286.93826194214665,390.6795830205083,15961311.055555556,11.073884
2014,N4PK,28.4,9.58,286.93826194214665,390.6795830205083,15961311.055555556,10.242133
2014,N4PK*(Mg*),35.1,11.33,286.93826194214665,390.6795830205083,15961311.055555556,12.04054
2014,N5(P)KMg,27.0,10.06,286.93826194214665,390.6795830205083,15961311.055555556,10.001066
2014,N6(P)KMg,26.9,8.59,286.93826194214665,390.6795830205083,15961311.055555556,8.778131
2014,N1+4+1 PKMg,29.6,8.99,286.93826194214665,390.6795830205083,15961311.055555556,8.939062
2014,N1+2+1 PKMg,29.8,8.98,286.93826194214665,390.6795830205083,15961311.055555556,8.95325
2014,N1+1+1 KMg,26.6,4.53,286.93826194214665,390.6795830205083,15961311.055555556,8.685744
2015,(FYM) N4 ,25.0,14.31,285.7976271685432,440.9057639492676,15608729.183006536,14.19483
2015,FYM N3,27.1,16.61,285.7976271685432,440.9057639492676,15608729.183006536,16.51051
2015,FYM,26.9,12.12,285.7976271685432,440.9057639492676,15608729.183006536,12.341585
2015,Nil,22.0,2.63,285.7976271685432,440.9057639492676,15608729.183006536,2.8274252
2015,(P)KMg,23.4,4.05,285.7976271685432,440.9057639492676,15608729.183006536,4.296278
2015,N1(P)KMg,23.4,7.13,285.7976271685432,440.9057639492676,15608729.183006536,7.2858715
2015,N2(P)KMg,24.0,8.88,285.7976271685432,440.9057639492676,15608729.183006536,9.170043
2015,N3(P)KMg,21.6,10.85,285.7976271685432,440.9057639492676,15608729.183006536,11.000623
2015,N4(P)KMg,20.8,10.12,285.7976271685432,440.9057639492676,15608729.183006536,10.008817
2015,N4,20.0,2.83,285.7976271685432,440.9057639492676,15608729.183006536,2.8513205
2015,N4PMg,21.0,7.71,285.7976271685432,440.9057639492676,15608729.183006536,7.749289
2015,N1+3+1(P)KMg,24.1,14.64,285.7976271685432,440.9057639492676,15608729.183006536,14.458561
2015,N4PK,24.8,15.0,285.7976271685432,440.9057639492676,15608729.183006536,14.863243
2015,N4PK*(Mg*),24.6,14.47,285.7976271685432,440.9057639492676,15608729.183006536,14.117018
2015,N5(P)KMg,22.8,13.15,285.7976271685432,440.9057639492676,15608729.183006536,12.996346
2015,N6(P)KMg,22.6,14.18,285.7976271685432,440.9057639492676,15608729.183006536,13.956877
2015,N1+4+1 PKMg,22.7,12.35,285.7976271685432,440.9057639492676,15608729.183006536,12.136566
2015,N1+2+1 PKMg,24.9,11.94,285.7976271685432,440.9057639492676,15608729.183006536,12.403367
2015,N1+1+1 KMg,19.2,5.1,285.7976271685432,440.9057639492676,15608729.183006536,5.2789946
2016,(FYM) N4 ,31.9,12.57,271.09802525339563,414.721603596583,15475528.147058824,12.540792
2016,FYM N3,30.1,9.43,271.09802525339563,414.721603596583,15475528.147058824,9.43795
2016,FYM,36.3,8.66,271.09802525339563,414.721603596583,15475528.147058824,8.699248
2016,Nil,24.1,0.8,271.09802525339563,414.721603596583,15475528.147058824,2.3430111
2016,(P)KMg,29.1,2.33,271.09802525339563,414.721603596583,15475528.147058824,2.065332
2016,N1(P)KMg,32.8,4.36,271.09802525339563,414.721603596583,15475528.147058824,4.105003
2016,N2(P)KMg,32.0,4.95,271.09802525339563,414.721603596583,15475528.147058824,4.9275393
2016,N3(P)KMg,28.8,5.47,271.09802525339563,414.721603596583,15475528.147058824,5.425226
2016,N4(P)KMg,31.5,5.4,271.09802525339563,414.721603596583,15475528.147058824,5.5466704
2016,N4,21.8,3.8,271.09802525339563,414.721603596583,15475528.147058824,3.8727503
2016,N4PMg,24.5,3.15,271.09802525339563,414.721603596583,15475528.147058824,3.0756822
2016,N1+3+1(P)KMg,27.4,5.74,271.09802525339563,414.721603596583,15475528.147058824,7.325898
2016,N4PK,28.4,6.82,271.09802525339563,414.721603596583,15475528.147058824,7.0772395
2016,N4PK*(Mg*),32.9,7.29,271.09802525339563,414.721603596583,15475528.147058824,7.2720737
2016,N5(P)KMg,29.2,5.77,271.09802525339563,414.721603596583,15475528.147058824,5.827082
2016,N6(P)KMg,29.4,6.02,271.09802525339563,414.721603596583,15475528.147058824,6.0287876
2016,N1+4+1 PKMg,29.0,4.92,271.09802525339563,414.721603596583,15475528.147058824,4.9999514
2016,N1+2+1 PKMg,33.4,7.89,271.09802525339563,414.721603596583,15475528.147058824,7.989134
2016,N1+1+1 KMg,31.6,4.68,271.09802525339563,414.721603596583,15475528.147058824,3.383811
2017,(FYM) N4 ,27.5,11.02,286.7826318678513,484.60988227278,15346935.022875816,11.676191
2017,FYM N3,28.5,14.4,286.7826318678513,484.60988227278,15346935.022875816,14.426495
2017,FYM,36.2,17.83,286.7826318678513,484.60988227278,15346935.022875816,10.789814
2017,Nil,20.2,1.95,286.7826318678513,484.60988227278,15346935.022875816,1.9744772
2017,(P)KMg,27.3,5.01,286.7826318678513,484.60988227278,15346935.022875816,5.0167327
2017,N1(P)KMg,28.5,8.7,286.7826318678513,484.60988227278,15346935.022875816,8.61699
2017,N2(P)KMg,26.2,10.92,286.7826318678513,484.60988227278,15346935.022875816,10.958046
2017,N3(P)KMg,23.7,11.17,286.7826318678513,484.60988227278,15346935.022875816,11.145266
2017,N4(P)KMg,24.3,10.98,286.7826318678513,484.60988227278,15346935.022875816,11.192518
2017,N4,21.6,4.22,286.7826318678513,484.60988227278,15346935.022875816,4.226116
2017,N4PMg,22.0,6.49,286.7826318678513,484.60988227278,15346935.022875816,6.476742
2017,N1+3+1(P)KMg,25.9,14.21,286.7826318678513,484.60988227278,15346935.022875816,14.1513405
2017,N4PK,27.0,14.45,286.7826318678513,484.60988227278,15346935.022875816,14.37705
2017,N4PK*(Mg*),26.1,14.08,286.7826318678513,484.60988227278,15346935.022875816,13.865193
2017,N5(P)KMg,24.8,12.89,286.7826318678513,484.60988227278,15346935.022875816,12.832138
2017,N6(P)KMg,24.4,12.91,286.7826318678513,484.60988227278,15346935.022875816,11.38779
2017,N1+4+1 PKMg,25.1,10.79,286.7826318678513,484.60988227278,15346935.022875816,10.768079
2017,N1+2+1 PKMg,26.1,12.79,286.7826318678513,484.60988227278,15346935.022875816,12.805128
2017,N1+1+1 KMg,23.3,7.2,286.7826318678513,484.60988227278,15346935.022875816,7.082131
